,Unnamed: 0,qid,title,category,sub_category,cve_id,cvss,publish_date
6167,7322,375119,Google Chrome Prior To 88.0.4324.182 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-21149,CVE-2021-21150,CVE-2021-21151,CVE-2021-21152,CVE-2021-21153,CVE-2021-21154,CVE-2021-21155,CVE-2021-21156,CVE-2021-21157",9.6,2021-02-18
6177,7558,375475,GitLab Multiple Security Vulnerabilities(gitlab- 13-10-3),Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-22205,CVE-2021-28965",9.9,2021-04-22
6191,7573,375484,Oracle WebLogic Server Multiple Vulnerabilities (CPUAPR2021) (WebLogic Server Unix Authentication Record),Local,"Authenticated Discovery, Patch Available","CVE-2021-2294,CVE-2019-3740,CVE-2021-2211,CVE-2021-2135,CVE-2021-2204,CVE-2021-2136,CVE-2021-2214,CVE-2021-2157,CVE-2021-2142,CVE-2019-10086",9.8,2021-04-21
6204,7593,178370,Debian Security Update for libonig (DLA 2431-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2019-13224,CVE-2019-16163,CVE-2019-19012,CVE-2019-19203,CVE-2019-19204,CVE-2019-19246,CVE-2020-26159,CVE-2019-13224,CVE-2019-16163,CVE-2019-19012,CVE-2019-19203,CVE-2019-19204,CVE-2019-19246,CVE-2020-26159",9.8,2021-01-26
6206,7597,630672,WhatsApp For Android Out-of-bounds Write Vulnerability,Mobile Application,"Unix Authenticated Discovery, Patch Available",CVE-2021-24026,9.8,2021-04-20
6212,7611,590313,Rockwell Automation FactoryTalk Services Platform Use of Password Hash with Insufficient Computational Effort Vulnerability(ICSA-21-054-01),ICS,"Windows Authenticated Discovery, Patch Available",CVE-2020-14516,10.0,2021-04-19
6213,7612,43826,Juniper Junos OS:MX Series Denial of Service (DNS Filtering)vulnerability(JSA11054),Hardware,"Unix Authenticated Discovery, Patch Available",CVE-2020-1660,9.9,2021-04-19
6215,7615,178532,Debian Security Update for ruby-kramdown (DSA 4890-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2021-28834,9.8,2021-04-19
6232,7634,174892,SUSE Enterprise Linux Security Update for open-iscsi (SUSE-SU-2021:1164-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-13987,CVE-2020-17437,CVE-2020-17438,CVE-2020-13988",9.8,2021-04-19
6233,7635,174894,SUSE Enterprise Linux Security Update for spamassassin (SUSE-SU-2021:1163-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-12420,CVE-2020-1946",9.8,2021-04-19
6249,7651,178515,Debian Security Update for webkit2gtk (DSA 4877-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2020-27918,CVE-2020-29623,CVE-2021-1765,CVE-2021-1789,CVE-2021-1799,CVE-2021-1801,CVE-2021-1870,CVE-2020-27918,CVE-2020-29623,CVE-2021-1765,CVE-2021-1789,CVE-2021-1799,CVE-2021-1801,CVE-2021-1870",9.8,2021-04-19
6250,7652,178516,Debian Security Update for spamassassin (DSA 4879-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2020-1946,9.8,2021-04-19
6258,7660,178527,Debian Security Update for netty (DSA 4885-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2019-20444,CVE-2019-20445,CVE-2020-7238,CVE-2020-11612,CVE-2021-21290,CVE-2021-21295,CVE-2021-21409",9.1,2021-04-19
6276,7678,174887,SUSE Enterprise Linux Security Update for spamassassin (SUSE-SU-2021:1152-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-12420,CVE-2020-1946",9.8,2021-04-19
6281,7683,375431,Npm Package Netmask Octal Input Data Vulnerability,Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-29418,CVE-2021-28918",9.1,2021-04-06
6287,7689,375459,Google Chrome Prior To 90.0.4430.72 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-21201,CVE-2021-21202,CVE-2021-21203,CVE-2021-21204,CVE-2021-21205,CVE-2021-21221,CVE-2021-21207,CVE-2021-21208,CVE-2021-21209,CVE-2021-21210,CVE-2021-21211,CVE-2021-21212,CVE-2021-21213,CVE-2021-21214,CVE-2021-21215,CVE-2021-21216,CVE-2021-21217,CVE-2021-21218,CVE-2021-21219",9.6,2021-04-15
6300,7702,50109,Microsoft Exchange Server Remote Code Execution Vulnerability - April 2021,Mail services,"Windows Authenticated Discovery, Patch Available","CVE-2021-28480,CVE-2021-28481,CVE-2021-28482,CVE-2021-28483",9.8,2021-04-14
6301,7703,91758,Microsoft Windows Security Update for April 2021,Windows,"Windows Authenticated Discovery, Patch Available","CVE-2021-26413,CVE-2021-26415,CVE-2021-26416,CVE-2021-26417,CVE-2021-27072,CVE-2021-27079,CVE-2021-27086,CVE-2021-27088,CVE-2021-27089,CVE-2021-27090,CVE-2021-27091,CVE-2021-27092,CVE-2021-27093,CVE-2021-27094,CVE-2021-27095,CVE-2021-27096,CVE-2021-28309,CVE-2021-28310,CVE-2021-28311,CVE-2021-28312,CVE-2021-28313,CVE-2021-28314,CVE-2021-28315,CVE-2021-28316,CVE-2021-28317,CVE-2021-28318,CVE-2021-28319,CVE-2021-28320,CVE-2021-28321,CVE-2021-28322,CVE-2021-28323,CVE-2021-28324,CVE-2021-28325,CVE-2021-28326,CVE-2021-28327,CVE-2021-28328,CVE-2021-28329,CVE-2021-28330,CVE-2021-28331,CVE-2021-28332,CVE-2021-28333,CVE-2021-28334,CVE-2021-28335,CVE-2021-28336,CVE-2021-28337,CVE-2021-28338,CVE-2021-28339,CVE-2021-28340,CVE-2021-28341,CVE-2021-28342,CVE-2021-28343,CVE-2021-28344,CVE-2021-28345,CVE-2021-28346,CVE-2021-28347,CVE-2021-28348,CVE-2021-28349,CVE-2021-28350,CVE-2021-28351,CVE-2021-28352,CVE-2021-28353,CVE-2021-28354,CVE-2021-28355,CVE-2021-28356,CVE-2021-28357,CVE-2021-28358,CVE-2021-28434,CVE-2021-28435,CVE-2021-28436,CVE-2021-28437,CVE-2021-28438,CVE-2021-28439,CVE-2021-28440,CVE-2021-28441,CVE-2021-28442,CVE-2021-28443,CVE-2021-28444,CVE-2021-28445,CVE-2021-28446,CVE-2021-28447,CVE-2021-28464,CVE-2021-28466,CVE-2021-28468",9.8,2021-04-14
6308,7935,375434,GitLab Multiple Security Vulnerabilities(gitlab- 13-10-1),Local,"Unix Authenticated Discovery, Patch Available",,9.8,2021-04-14
6310,7937,375442,HPE System Management Homepage Multiple Vulnerabilities (HPESBMU03593),Local,"Authenticated Discovery, Patch Available","CVE-2011-4969,CVE-2015-3194,CVE-2015-3195,CVE-2016-0705,CVE-2016-0799,CVE-2016-2842,CVE-2015-3237,CVE-2015-7995,CVE-2015-8035,CVE-2007-6750,CVE-2016-2015",9.8,2021-04-14
6319,7949,91756,Microsoft .NET Core Security Update March 2021,Windows,"Windows Authenticated Discovery, Patch Available",CVE-2021-26701,9.8,2021-04-12
6340,7981,316921,Cisco SD-WAN vManage Software Vulnerabilities (cisco-sa-vmanage-YuTVWqy),Cisco,"Unix Authenticated Discovery, Patch Available","CVE-2021-1137,CVE-2021-1479,CVE-2021-1480",9.8,2021-04-08
6341,7982,352261,Amazon Linux Security Advisory for screen: ALAS-2021-1492,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-04-08
6348,7989,610329,Google Pixel Android April 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0488,CVE-2020-11231,CVE-2020-5235",9.8,2021-04-07
6349,7990,610330,Google Android April 2021 Security Patch Missing for Samsung,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2020-11204,CVE-2020-11228,CVE-2020-11218,CVE-2020-11192,CVE-2020-11227,CVE-2021-0430,CVE-2020-11178,CVE-2020-11165,CVE-2020-11195,CVE-2020-11198,CVE-2020-11194,CVE-2020-11220,CVE-2020-11199,CVE-2020-11221,CVE-2020-11308,CVE-2020-11290,CVE-2020-11309,CVE-2020-11186,CVE-2020-11226,CVE-2020-11171,CVE-2020-11222,CVE-2020-11188,CVE-2020-11190,CVE-2020-11189,CVE-2020-11166,CVE-2021-0399,CVE-2021-0400,CVE-2021-0426,CVE-2021-0427,CVE-2021-0432,CVE-2021-0438,CVE-2021-0439,CVE-2021-0442,CVE-2021-0443,CVE-2021-0444,CVE-2021-0338,CVE-2021-0437,CVE-2021-0436,CVE-2021-0471,CVE-2021-0429,CVE-2021-0433,CVE-2021-0431,CVE-2021-0435",9.8,2021-04-07
6350,7991,610331,Google Android Devices April 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2020-11255,CVE-2020-15436,CVE-2020-25705,CVE-2020-11252,CVE-2020-11242,CVE-2021-0431,CVE-2021-0430,CVE-2021-0433,CVE-2021-0432,CVE-2021-0435,CVE-2021-0437,CVE-2021-0436,CVE-2021-0439,CVE-2021-0438,CVE-2021-0471,CVE-2020-11251,CVE-2020-11243,CVE-2020-11245,CVE-2020-11246,CVE-2021-0468,CVE-2020-11247,CVE-2021-0400,CVE-2020-11191,CVE-2021-0444,CVE-2021-0445,CVE-2021-0446,CVE-2021-0426,CVE-2021-0427,CVE-2021-0442,CVE-2021-0443,CVE-2021-0428,CVE-2021-0429,CVE-2020-11210,CVE-2020-11234,CVE-2020-11237,CVE-2020-11236",9.8,2021-04-07
6351,7992,610332,Google Android April 2021 Security Patch Missing for LGE,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2020-11192,CVE-2020-11204,CVE-2020-11218,CVE-2020-11227,CVE-2020-11228,CVE-2021-0430,CVE-2021-0399,CVE-2020-11223,CVE-2020-11290,CVE-2020-11308,CVE-2020-11309,CVE-2020-11165,CVE-2020-11166,CVE-2020-11171,CVE-2020-11178,CVE-2020-11186,CVE-2020-11188,CVE-2020-11189,CVE-2020-11190,CVE-2020-11194,CVE-2020-11195,CVE-2020-11198,CVE-2020-11199,CVE-2020-11220,CVE-2020-11221,CVE-2020-11222,CVE-2020-11226,CVE-2021-0400,CVE-2021-0426,CVE-2021-0427,CVE-2021-0432,CVE-2021-0438,CVE-2021-0439,CVE-2021-0442,CVE-2021-0443,CVE-2021-0338,CVE-2021-0437,CVE-2021-0436,CVE-2021-0471,CVE-2021-0429,CVE-2021-0433,CVE-2021-0431,CVE-2021-0435,CVE-2020-11299,CVE-2021-0444,CVE-2021-0446",9.8,2021-04-07
6353,7994,630656,Google Chrome For Android Use After Free Vulnerability,Mobile Application,"Unix Authenticated Discovery, Patch Available","CVE-2021-21124,CVE-2021-21136",9.6,2021-04-07
6375,8017,730038,F5 BIG-IP Configuration Utility Default Credential Vulnerability,CGI,Remote Discovery,,9.8,2021-04-07
6378,8043,650044,EOL/Obsolete Software: SugarCRM 8.0.x Detected,Security Policy,Remote Discovery,,9.8,2021-03-10
6380,8045,375328,VMware View Planner Remote Code Execution Vulnerability (VMSA-2021-0003),Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-21978,9.8,2021-03-17
6384,8074,178510,Debian Security Update for spamassassin (DLA 2615-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2020-1946,9.8,2021-04-06
6385,8075,178511,Debian Security Update for libxstream-java (DLA 2616-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2021-21341,CVE-2021-21342,CVE-2021-21343,CVE-2021-21344,CVE-2021-21345,CVE-2021-21346,CVE-2021-21347,CVE-2021-21348,CVE-2021-21349,CVE-2021-21350,CVE-2021-21351",9.9,2021-04-06
6386,8076,178512,Debian Security Update for php-nette (DLA 2617-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2020-15227,9.8,2021-04-06
6387,8077,178513,Debian Security Update for smarty3 (DLA 2618-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2018-13982,CVE-2021-26119,CVE-2021-26120,CVE-2018-13982,CVE-2021-26119,CVE-2021-26120",9.8,2021-04-06
6390,8080,198312,Ubuntu Security Notification for Webkit2gtk Vulnerabilities (USN-4894-1),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2020-27918,CVE-2020-29623,CVE-2021-1765,CVE-2021-1789,CVE-2021-1799,CVE-2021-1801,CVE-2021-1870",9.8,2021-04-06
6395,8085,198317,Ubuntu Security Notification for Spamassassin Vulnerability (USN-4899-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2020-1946,9.8,2021-04-06
6405,8095,178494,Debian Security Update for shadow (DLA 2596-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2017-12424,CVE-2017-20002,CVE-2017-20002,CVE-2017-12424",9.8,2021-04-06
6408,8099,178498,Debian Security Update for xterm (DLA 2558-2),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2021-27135,9.8,2021-04-06
6416,8109,374493,Wibu-Systems CodeMeter Runtime Multiple Security Vulnerabilities,Local,"Remote Discovery, Windows Authenticated Discovery, Patch Available","CVE-2020-14519,CVE-2020-14509,CVE-2020-14517",9.8,2021-01-14
6418,8111,105952,EOL/Obsolete Software: Wireshark 1.10 Detected,Security Policy,Authenticated Discovery,,9.0,2021-01-22
6421,8115,159129,Oracle Enterprise Linux Security Update for python2 (ELSA-2021-9128),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-3177,9.8,2021-04-05
6422,8116,159130,Oracle Enterprise Linux Security Update for python36 (ELSA-2021-9129),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-3177,9.8,2021-04-05
6423,8117,159131,Oracle Enterprise Linux Security Update for python38 (ELSA-2021-9130),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-3177,9.8,2021-04-05
6430,8124,352259,Amazon Linux Security Advisory for screen: ALAS2-2021-1623,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-04-05
6449,8157,239183,Red Hat Update for curl (RHSA-2021:1027),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2019-5482,9.8,2021-04-01
6450,8158,239184,Red Hat Update for nss-softokn (RHSA-2021:1026),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2019-11756,CVE-2019-17006,CVE-2020-12403",9.8,2021-04-01
6475,8193,316897,Cisco Jabber Desktop for Windows and MAC OS Multiple Vulnerabilities(cisco-sa-cisco-jabber-PWrTATTC),Cisco,"Authenticated Discovery, Patch Available","CVE-2021-1471,CVE-2021-1411,CVE-2021-1417,CVE-2021-1469,CVE-2021-1418",9.9,2021-03-26
6477,8195,375387,JetBrains TeamCity Multiple Vulnrabilities,Local,"Remote Discovery, Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2019-15042,CVE-2019-15039,CVE-2019-15038,CVE-2019-15037,CVE-2019-15036,CVE-2019-15035",9.8,2021-03-23
6481,8202,12374,Apache Shiro Authentication Bypass Vulnerability,CGI,"Remote Discovery, Patch Available, Exploit Available",CVE-2020-17523,9.8,2021-03-31
6500,8221,610315,Apple iOS 14.4 and iPadOS 14.4 Security Update Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1773,CVE-2021-1772,CVE-2021-1774,CVE-2021-1777,CVE-2021-1776,CVE-2021-1778,CVE-2021-1801,CVE-2021-1870,CVE-2021-1818,CVE-2021-1767,CVE-2021-1788,CVE-2021-1789,CVE-2021-1785,CVE-2021-1786,CVE-2021-1787,CVE-2021-1780,CVE-2021-1781,CVE-2021-1782,CVE-2021-1783,CVE-2021-1748,CVE-2021-1741,CVE-2021-1742,CVE-2021-1743,CVE-2021-1744,CVE-2021-1745,CVE-2021-1746,CVE-2021-1747,CVE-2021-1762,CVE-2021-1763,CVE-2021-1760,CVE-2021-1761,CVE-2021-1766,CVE-2021-1795,CVE-2021-1764,CVE-2021-1768,CVE-2021-1758,CVE-2021-1799,CVE-2021-1871,CVE-2021-1793,CVE-2021-1792,CVE-2021-1791,CVE-2021-1797,CVE-2021-1796,CVE-2021-1759,CVE-2021-1794,CVE-2021-1757,CVE-2021-1756,CVE-2021-1769,CVE-2021-1754,CVE-2021-1753,CVE-2021-1750",9.8,2021-02-05
6513,8235,11999,"Joomla Core Multiple Vulnerabilities(20210305, 20210302, 20210301)",CGI,"Remote Discovery, Patch Available","CVE-2021-23126,CVE-2021-23127,CVE-2021-23131,CVE-2021-23128",9.1,2021-03-30
6517,8239,174833,SUSE Enterprise Linux Security update for gnutls (SUSE-SU-2021:0934-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-20231,CVE-2021-20232",9.8,2021-03-26
6521,8243,316903,Cisco IOS XE Software Easy Virtual Switching System Arbitrary Code Execution Vulnerability(cisco-sa-ios-xe-evss-code-exe-8cw5VSvw),Cisco,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available",CVE-2021-1451,9.8,2021-03-26
6537,8260,375321,Micro Focus Operations Bridge Manager Arbitrary Code Execution Vulnerability(KM03747658),Local,"Windows Authenticated Discovery, Patch Available","CVE-2020-11853,CVE-2020-11854,CVE-2020-11858",9.8,2021-03-26
6543,8266,375081,SolarWinds Orion Platform Multiple Vulnerabilities,Local,"Remote Discovery, Windows Authenticated Discovery, Patch Available","CVE-2021-25274,CVE-2021-25275",9.8,2021-02-04
6551,8274,198292,Ubuntu Security Notification for Pillow Vulnerabilities (USN-4763-1),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2021-25289,CVE-2021-25290,CVE-2021-25291,CVE-2021-25292,CVE-2021-25293,CVE-2021-27921,CVE-2021-27922,CVE-2021-27923",9.8,2021-03-25
6554,8277,352241,Amazon Linux Security Advisory for xterm: ALAS-2021-1489,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-27135,9.8,2021-03-25
6558,8281,352249,Amazon Linux Security Advisory for xterm: ALAS2-2021-1619,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-27135,9.8,2021-03-25
6566,8295,10369,SonicWall Secure Mobile Access 100 series Unspecified Vulnerability (SNWLID-2021-0001),CGI,"Remote Discovery, Patch Available",CVE-2021-20016,9.8,2021-02-04
6576,8308,239168,Red Hat Update for openvswitch2.11 and ovn2.11 (RHSA-2021:0931),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2015-8011,CVE-2020-10722,CVE-2020-10723,CVE-2020-10724",9.8,2021-03-24
6580,8312,239172,Red Hat Update for curl (RHSA-2021:0877),RedHat,"Unix Authenticated Discovery, Patch Available",CVE-2019-5482,9.8,2021-03-24
6581,8313,239173,Red Hat Update for nss and nss-softokn (RHSA-2021:0876),RedHat,"Unix Authenticated Discovery, Patch Available","CVE-2019-11756,CVE-2019-17006,CVE-2019-17007,CVE-2020-12403",9.8,2021-03-24
6591,8323,375399,Apache OFBiz Unsafe Deserialization Vulnerability (OFBIZ-12167),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-26295,9.8,2021-03-24
6596,8328,610317,Google Android Devices February 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2020-11297,CVE-2020-11296,CVE-2020-11269,CVE-2020-11177,CVE-2020-11170,CVE-2021-0329,CVE-2021-0328,CVE-2021-0305,CVE-2021-0302,CVE-2017-18509,CVE-2020-11180,CVE-2021-0325,CVE-2021-0327,CVE-2021-0326,CVE-2021-0341,CVE-2021-0340,CVE-2020-11187,CVE-2020-11280,CVE-2020-11281,CVE-2020-11282,CVE-2020-11283,CVE-2020-11286,CVE-2020-11287,CVE-2021-0338,CVE-2021-0339,CVE-2021-0314,CVE-2020-11163,CVE-2021-0332,CVE-2021-0333,CVE-2021-0330,CVE-2021-0331,CVE-2021-0336,CVE-2021-0337,CVE-2021-0334,CVE-2021-0335,CVE-2020-11253,CVE-2020-11278,CVE-2020-11271,CVE-2020-11270,CVE-2020-11272,CVE-2020-11275,CVE-2020-11277,CVE-2020-11276",9.8,2021-03-24
6597,8329,610318,Google Android February 2021 Security Patch Missing for Huawei EMUI,Mobile Device,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-0325,CVE-2021-0326,CVE-2020-11261,CVE-2020-11239,CVE-2020-11262,CVE-2020-10732,CVE-2020-11233,CVE-2020-11250,CVE-2020-11240,CVE-2021-0339,CVE-2021-0337,CVE-2021-0327,CVE-2021-0334,CVE-2021-0329,CVE-2021-0328,CVE-2021-0340,CVE-2021-0305,CVE-2021-0302,CVE-2021-0314,CVE-2021-0336,CVE-2021-0333,CVE-2021-0331,CVE-2021-0338,CVE-2021-0330,CVE-2021-0341,CVE-2019-2183,CVE-2020-0338,CVE-2021-0332,CVE-2020-11160,CVE-2020-0053,CVE-2019-17052,CVE-2020-0138,CVE-2020-0176,CVE-2020-0196,CVE-2020-0305,CVE-2020-12114,CVE-2020-27068,CVE-2020-0045,CVE-2020-0084,CVE-2020-0087,CVE-2020-0046,CVE-2020-0047,CVE-2020-0048,CVE-2020-0049,CVE-2020-0051,CVE-2020-0052,CVE-2020-0054,CVE-2020-0085,CVE-2020-0124,CVE-2020-0203,CVE-2020-0208,CVE-2020-0209,CVE-2020-0210,CVE-2020-0135,CVE-2020-0167,CVE-2020-0131,CVE-2020-0126,CVE-2020-0179,CVE-2020-0218,CVE-2020-0128,CVE-2020-0127,CVE-2020-0132,CVE-2020-0050,CVE-2020-0217,CVE-2020-0055,CVE-2020-0056,CVE-2020-0057,CVE-2020-0058,CVE-2020-0059,CVE-2020-0129,CVE-2019-17133,CVE-2019-13272,CVE-2019-13631,CVE-2019-15666,CVE-2019-10638,CVE-2019-15117,CVE-2019-11477,CVE-2019-11478,CVE-2019-11479,CVE-2020-0067,CVE-2020-0187,CVE-2020-0168,CVE-2020-0190,CVE-2020-0194,CVE-2019-13136,CVE-2020-0151,CVE-2020-0152,CVE-2020-0182,CVE-2020-0191,CVE-2020-0192,CVE-2020-0193,CVE-2020-0195,CVE-2020-0207,CVE-2020-0181,CVE-2020-0184,CVE-2020-0189,CVE-2020-0198,CVE-2019-9429,CVE-2019-9438,CVE-2019-9364,CVE-2019-9375,CVE-2019-9350,CVE-2019-9233,CVE-2019-9234,CVE-2019-9243",9.8,2021-03-24
6598,8330,610319,Google Android February 2021 Security Patch Missing for LGE,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0326,CVE-2020-11134,CVE-2020-11182,CVE-2021-0341,CVE-2021-0302,CVE-2021-0305,CVE-2021-0314,CVE-2021-0327,CVE-2021-0330,CVE-2021-0334,CVE-2021-0337,CVE-2021-0339,CVE-2021-0340,CVE-2021-0338,CVE-2021-0325,CVE-2021-0332,CVE-2021-0335,CVE-2021-0328,CVE-2021-0329,CVE-2021-0331,CVE-2021-0333,CVE-2021-0336,CVE-2020-10732,CVE-2020-10766,CVE-2021-10767,CVE-2021-0301,CVE-2020-11233,CVE-2020-11239,CVE-2020-11240,CVE-2020-11250,CVE-2020-11261,CVE-2020-11262,CVE-2020-11126,CVE-2020-11159,CVE-2020-11181,CVE-2020-11235,CVE-2020-11238,CVE-2020-11241,CVE-2020-11260",9.8,2021-03-24
6599,8331,610320,Google Android February 2021 Security Patch Missing for Samsung,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0325,CVE-2021-0326,CVE-2020-11182,CVE-2020-11134,CVE-2021-0325,CVE-2020-10732,CVE-2020-11126,CVE-2020-11159,CVE-2020-11233,CVE-2020-11235,CVE-2020-11238,CVE-2020-11239,CVE-2020-11240,CVE-2020-11241,CVE-2020-11250,CVE-2020-11261,CVE-2020-11262,CVE-2021-0301,CVE-2021-0302,CVE-2021-0305,CVE-2021-0314,CVE-2021-0327,CVE-2021-0328,CVE-2021-0329,CVE-2021-0330,CVE-2021-0331,CVE-2021-0332,CVE-2021-0333,CVE-2021-0334,CVE-2021-0335,CVE-2021-0336,CVE-2021-0337,CVE-2021-0338,CVE-2021-0339,CVE-2021-0340,CVE-2021-0341",9.8,2021-03-24
6601,8333,610322,Google Android Devices March 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-11178,CVE-2020-11290,CVE-2020-11198,CVE-2020-11299,CVE-2020-11171,CVE-2020-11309,CVE-2020-11308,CVE-2020-11186,CVE-2020-11189,CVE-2020-11188,CVE-2020-11226,CVE-2020-11227,CVE-2020-11199,CVE-2020-11204,CVE-2020-11223,CVE-2020-11220,CVE-2020-11221,CVE-2020-11222,CVE-2017-14491,CVE-2020-11228,CVE-2020-11194,CVE-2020-11195,CVE-2020-11165,CVE-2020-11166,CVE-2021-0398,CVE-2021-0399,CVE-2020-11190,CVE-2020-11192,CVE-2020-11218,CVE-2021-0390,CVE-2021-0391,CVE-2021-0392,CVE-2021-0393,CVE-2021-0394,CVE-2021-0395,CVE-2021-0396,CVE-2021-0397",9.8,2021-03-24
6602,8334,610323,Google Android March 2021 Security Patch Missing for LGE,Mobile Device,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-0397,CVE-2020-11272,CVE-2020-11163,CVE-2020-11170,CVE-2021-0395,CVE-2021-0391,CVE-2021-0398,CVE-2017-14491,CVE-2021-0393,CVE-2021-0396,CVE-2021-0390,CVE-2021-0392,CVE-2021-0394,CVE-2017-18509,CVE-2020-11271,CVE-2020-11277,CVE-2020-11282,CVE-2020-11286,CVE-2020-11297,CVE-2020-11177,CVE-2020-11180,CVE-2020-11187,CVE-2020-11253,CVE-2020-11269,CVE-2020-11270,CVE-2020-11275,CVE-2020-11276,CVE-2020-11278,CVE-2020-11280,CVE-2020-11281,CVE-2020-11287,CVE-2020-11296",9.8,2021-03-24
6603,8335,610324,Google Android March 2021 Security Patch Missing for Huawei EMUI,Mobile Device,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-11272,CVE-2021-0397,CVE-2017-18509,CVE-2020-11271,CVE-2020-11282,CVE-2020-11286,CVE-2020-11297,CVE-2017-14491,CVE-2021-0390,CVE-2021-0392,CVE-2021-0393,CVE-2021-0394,CVE-2021-0396,CVE-2021-0391,CVE-2021-0398,CVE-2019-15211,CVE-2019-15212,CVE-2019-15213,CVE-2019-15215,CVE-2019-19525,CVE-2019-14283,CVE-2019-15090,CVE-2019-15505,CVE-2019-13135,CVE-2020-0163,CVE-2020-0162,CVE-2020-0160,CVE-2020-0161,CVE-2020-0212,CVE-2020-0197,CVE-2020-0199,CVE-2020-0141,CVE-2020-0180,CVE-2020-0134,CVE-2020-0137,CVE-2020-0178,CVE-2020-0183,CVE-2020-0136,CVE-2020-0177,CVE-2020-0216,CVE-2020-0219,CVE-2020-0206,CVE-2020-0133,CVE-2020-0165,CVE-2020-0153,CVE-2020-0164,CVE-2020-0155,CVE-2020-0186,CVE-2020-0144,CVE-2020-0145,CVE-2020-0149,CVE-2020-0146,CVE-2020-0147,CVE-2020-0148,CVE-2020-0185,CVE-2020-0157,CVE-2020-0214,CVE-2020-0159,CVE-2020-0158,CVE-2020-0154,CVE-2020-0150,CVE-2020-0139,CVE-2020-0143,CVE-2020-0140,CVE-2020-0142,CVE-2019-19767,CVE-2019-5489,CVE-2018-14615,CVE-2020-0427,CVE-2020-0431,CVE-2020-0433,CVE-2020-0429,CVE-2020-0430,CVE-2020-12826,CVE-2018-16862,CVE-2020-13143,CVE-2019-20812,CVE-2020-0486,CVE-2020-0489,CVE-2020-0484,CVE-2020-0244,CVE-2020-0488,CVE-2020-0490,CVE-2020-0498,CVE-2020-0499,CVE-2017-6888,CVE-2020-27043,CVE-2019-2182,CVE-2019-9454,CVE-2019-9457,CVE-2019-8912,CVE-2018-14614",9.8,2021-03-24
